canonical_smiles,pchembl_value,assay_description,standard_type,standard_value,standard_units,standard_relation,assay_chembl_id,assay_type,molecule_chembl_id,target_organism,target_chembl_id,document_chembl_id
COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2o1,8.40,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,4.0,nM,=,CHEMBL3857034,B,CHEMBL3947406,Homo sapiens,CHEMBL203,CHEMBL3856204
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2Cl)c1,6.97,Inhibition of human recombinant N-terminal GST-tagged EGFR T790M/L858R double mutant cytoplasmic domain (695 end residues) autophosphorylation expressed in baculovirus infected Sf9 insect cells by ADP-Glo luminescence assay,IC50,106.0,nM,=,CHEMBL3861200,B,CHEMBL3947759,Homo sapiens,CHEMBL203,CHEMBL3860065
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,8.26,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.",IC50,5.5,nM,=,CHEMBL3887858,B,CHEMBL3947802,Homo sapiens,CHEMBL203,CHEMBL3886183
COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4)c(Cl)c3)ncnc2cc1OCCN1CCCCC1,6.67,Inhibition of N-terminal GST-tagged human EGFR cytoplasmic domain (669 to 1210 residues) expressed in baculovirus expression system preincubated for 10 mins followed by FAM-labelled peptide substrate addition by caliper mobility shift assay,IC50,212.0,nM,=,CHEMBL3877875,B,CHEMBL3948354,Homo sapiens,CHEMBL203,CHEMBL3877259
CC(C)c1ccccc1Nc1nc(N)nc2c1Cc1ccccc1-2,4.64,Inhibition Assay: Inhibition of various kinase enzyme.,IC50,23000.0,nM,=,CHEMBL3888922,B,CHEMBL3948546,Homo sapiens,CHEMBL203,CHEMBL3886207
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1ccc2nc(C(F)(F)F)cc(Cl)c2c1,7.30,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused EGFR (H672 to A1210 residues) expressed in baculovirus using poly-EY as substrate after 210 mins by luciferase coupled chemiluminescence assay,IC50,50.0,nM,=,CHEMBL3883067,B,CHEMBL3948661,Homo sapiens,CHEMBL203,CHEMBL3882729
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCNCC(=O)NO)cc3)cc12)c1ccccc1,7.00,Inhibition of N-terminal GST-fused human EGFR (His672 to Ala1210 residues) expressed in baculovirus expression system using biotinylated PTP1B at Tyr66 as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by DELFIA,IC50,100.0,nM,=,CHEMBL3881964,B,CHEMBL3950023,Homo sapiens,CHEMBL203,CHEMBL3881527
COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,6.00,Inhibition of recombinant human full length EGFR expressed in baculovirus expression system assessed as decrease in transfer of gamma-phosphate from ATP onto tyrosine residue of biotinylated peptide substrate preincubated for 1 hr followed by substrate addition measured after 90 mins by HTRF method,IC50,1000.0,nM,=,CHEMBL3882759,B,CHEMBL3950296,Homo sapiens,CHEMBL203,CHEMBL3882727
Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)n1,8.17,"Inhibition of EGFR (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 1 hr by ELISA",IC50,6.7,nM,=,CHEMBL3870506,B,CHEMBL3950630,Homo sapiens,CHEMBL203,CHEMBL3870309
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(C(C)(C)C)cc2)no1,7.30,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused EGFR (H672 to A1210 residues) expressed in baculovirus using poly-EY as substrate after 210 mins by luciferase coupled chemiluminescence assay,IC50,50.0,nM,=,CHEMBL3883067,B,CHEMBL3951099,Homo sapiens,CHEMBL203,CHEMBL3882729
Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,8.66,Inhibition of EGFR L858R/T790M mutant phosphorylation in human patient derived H1975 cells incubated for 3 hrs by ELISA method,IC50,2.18,nM,=,CHEMBL3860368,B,CHEMBL3951434,Homo sapiens,CHEMBL203,CHEMBL3860038
COc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3o2)cc1,8.57,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,2.7,nM,=,CHEMBL3857034,B,CHEMBL3952157,Homo sapiens,CHEMBL203,CHEMBL3856204
COC[C@@H](Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,7.55,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,28.0,nM,=,CHEMBL3857034,B,CHEMBL3952877,Homo sapiens,CHEMBL203,CHEMBL3856204
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,8.70,"Time-Resolved Fluorescence Assay: The following assay may be used to determine the activity of the compounds of the invention for inhibiting EGFR kinase activity. The half maximal inhibitory concentration IC50 (the concentration of the tested compound showing 50% inhibition of the enzyme activity) of each compound was determined by incubating several different concentrations of the tested compounds with a specific enzyme and substrate. EGFR kinase used in this assay is a human-derived recombinant protein (Cell signaling technology, #7908), which was reacted with peptide substrate and different concentrations of tested compounds in a buffer solution containing 60 mM HEPES (pH7.5), 5 mM MgCl2, 5 mM MnCl2, 3 μM Na3VO4, 1.25 M DTT (1000×) and 20 μM ATP at 25° C., for 45 minutes.",IC50,2.0,nM,=,CHEMBL3705672,B,CHEMBL3952953,Homo sapiens,CHEMBL203,CHEMBL3639095
COc1ccc(-c2cc3c(N[C@H](C)c4cccc(F)c4)ncnc3o2)cc1,7.62,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,24.0,nM,=,CHEMBL3857034,B,CHEMBL3953210,Homo sapiens,CHEMBL203,CHEMBL3856204
C=CC(=O)N[C@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,8.40,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 1 mM ATP addition by HTRF assay,IC50,4.0,nM,=,CHEMBL3860367,B,CHEMBL3953221,Homo sapiens,CHEMBL203,CHEMBL3860038
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCn4ccnc4)cc3)ncc2[N+](=O)[O-])c1,7.39,Inhibition of human recombinant N-terminal GST-tagged EGFR T790M/L858R double mutant cytoplasmic domain (695 end residues) autophosphorylation expressed in baculovirus infected Sf9 insect cells by ADP-Glo luminescence assay,IC50,40.6,nM,=,CHEMBL3861200,B,CHEMBL3953593,Homo sapiens,CHEMBL203,CHEMBL3860065
C=CC(=O)N1CCCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,7.70,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 1 mM ATP addition by HTRF assay,IC50,20.0,nM,=,CHEMBL3860367,B,CHEMBL3953921,Homo sapiens,CHEMBL203,CHEMBL3860038
O=C(Nc1nc2ccccc2n1[C@H]1CC[C@H](O)CC1)c1cccc(C(F)(F)F)c1,6.58,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 10 uM ATP addition by HTRF assay,IC50,260.0,nM,=,CHEMBL3860363,B,CHEMBL3954370,Homo sapiens,CHEMBL203,CHEMBL3860038
COc1ccc(N2CCC(N3CCCCC3)CC2)cc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,6.00,Inhibition of recombinant human full length EGFR expressed in baculovirus expression system assessed as decrease in transfer of gamma-phosphate from ATP onto tyrosine residue of biotinylated peptide substrate preincubated for 1 hr followed by substrate addition measured after 90 mins by HTRF method,IC50,1000.0,nM,=,CHEMBL3882759,B,CHEMBL3954571,Homo sapiens,CHEMBL203,CHEMBL3882727
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.40,"Inhibition of N-terminal GST-tagged recombinant human EGFR T790M mutant expressed in baculovirus infected Sf21 cells using poly (Glu,Tyr)4:1 as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr by fluorescence polarization assay",IC50,4.0,nM,=,CHEMBL3882126,B,CHEMBL3954587,Homo sapiens,CHEMBL203,CHEMBL3881529
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,7.70,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.",IC50,20.0,nM,=,CHEMBL3887857,B,CHEMBL3954684,Homo sapiens,CHEMBL203,CHEMBL3886183
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Br)c1,8.26,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.",IC50,5.5,nM,=,CHEMBL3887858,B,CHEMBL3954906,Homo sapiens,CHEMBL203,CHEMBL3886183
COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4ccc(F)cc4F)c3)nc3ccccn23)n1,6.00,Inhibition of recombinant human full length EGFR expressed in baculovirus expression system assessed as decrease in transfer of gamma-phosphate from ATP onto tyrosine residue of biotinylated peptide substrate preincubated for 1 hr followed by substrate addition measured after 90 mins by HTRF method,IC50,1000.0,nM,=,CHEMBL3882759,B,CHEMBL3955829,Homo sapiens,CHEMBL203,CHEMBL3882727
C[C@@H](Nc1ncnc2oc(-c3cccc(O)c3)cc12)c1ccccc1,8.34,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,4.6,nM,=,CHEMBL3857034,B,CHEMBL3956112,Homo sapiens,CHEMBL203,CHEMBL3856204
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1,8.04,Inhibition of human recombinant N-terminal GST-tagged EGFR T790M/L858R double mutant cytoplasmic domain (695 end residues) autophosphorylation expressed in baculovirus infected Sf9 insect cells by ADP-Glo luminescence assay,IC50,9.1,nM,=,CHEMBL3861200,B,CHEMBL3956430,Homo sapiens,CHEMBL203,CHEMBL3860065
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,7.70,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13x ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 uL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics.",IC50,20.0,nM,=,CHEMBL3887857,B,CHEMBL3956465,Homo sapiens,CHEMBL203,CHEMBL3886183
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.77,Inhibition of N-terminal GST-tagged human EGFR cytoplasmic domain (669 to 1210 residues) expressed in baculovirus expression system preincubated for 10 mins followed by FAM-labelled peptide substrate addition by caliper mobility shift assay,IC50,17.0,nM,=,CHEMBL3877875,B,CHEMBL3957025,Homo sapiens,CHEMBL203,CHEMBL3877259
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,9.16,Inhibition of wild-type EGFR (unknown origin) assessed as remaining ATP level measured after 15 mins by luminescence analysis,IC50,0.69,nM,=,CHEMBL3870704,B,CHEMBL3957055,Homo sapiens,CHEMBL203,CHEMBL3870325
C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(N)=O,9.15,"Inhibition of N-terminal GST-tagged recombinant human EGFR T790M mutant expressed in baculovirus infected Sf21 cells using poly (Glu,Tyr)4:1 as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr by fluorescence polarization assay",IC50,0.7,nM,=,CHEMBL3882126,B,CHEMBL3958624,Homo sapiens,CHEMBL203,CHEMBL3881529
C=CC(=O)Nc1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,8.40,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 1 mM ATP addition by HTRF assay,IC50,4.0,nM,=,CHEMBL3860367,B,CHEMBL3959632,Homo sapiens,CHEMBL203,CHEMBL3860038
Cc1cc(C(=O)Nc2nc3cccc(C)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,8.68,Inhibition of EGFR L858R/T790M mutant phosphorylation in human patient derived H1975 cells incubated for 3 hrs by ELISA method,IC50,2.11,nM,=,CHEMBL3860368,B,CHEMBL3960167,Homo sapiens,CHEMBL203,CHEMBL3860038
C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(CC)CC)cc23)c1,8.17,"Enzyme Assay: BT474 Cell Line: 1. 5×103 cells per well in 100 μl of medium were seeded in 96-well plate, here the medium contained 5% FBS2. 24 hours later, 100 μl fresh medium was added with various concentrations of compounds into each well, while the medium here was free of FBS.3. After the cells were treated with compounds for 72 hours, 20 μl MTT (5 mg/ml) was added into each well, and then the assay plate was incubated at 37° C. for 4 more hours.4. The assay plate was centrifuged at 800 g for 10 min. The medium was aspirated, 150 μl DMSO was added into each well. The plate was gently shaken for 10 min.5. The absorbance at 570 nm was measured on the plate reader.6. IR %=(WC−WT)/WC×100%.",IC50,6.8,nM,=,CHEMBL3888588,B,CHEMBL3960332,Homo sapiens,CHEMBL203,CHEMBL3886202
O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(NC(=O)N5CCCCC5)cc4)c3cc21,5.03,Inhibition of GST-tagged wild type recombinant human EGFR (668 to 1210 residues) expressed in baculovirus after 1 hr by Z-lyte assay,IC50,9300.0,nM,=,CHEMBL3854309,B,CHEMBL3960786,Homo sapiens,CHEMBL203,CHEMBL3853296
C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCOCC4)cc3)cc12)c1ccccc1,8.96,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,1.1,nM,=,CHEMBL3857034,B,CHEMBL3960853,Homo sapiens,CHEMBL203,CHEMBL3856204
C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,8.00,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 1 mM ATP addition by HTRF assay,IC50,10.0,nM,=,CHEMBL3860367,B,CHEMBL3961202,Homo sapiens,CHEMBL203,CHEMBL3860038
OC[C@@H](Nc1ncnc2oc(-c3ccc(O)cc3)cc12)c1ccccc1,8.70,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,2.0,nM,=,CHEMBL3857034,B,CHEMBL3961553,Homo sapiens,CHEMBL203,CHEMBL3856204
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C=C)c4)ncnc3cc2OC)CC1,8.52,"Inhibition of N-terminal GST-tagged recombinant human EGFR T790M mutant expressed in baculovirus infected Sf21 cells using poly (Glu,Tyr)4:1 as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr by fluorescence polarization assay",IC50,3.0,nM,=,CHEMBL3882126,B,CHEMBL3961848,Homo sapiens,CHEMBL203,CHEMBL3881529
COc1ccc(-c2cc3c(N[C@H](CCO)c4ccccc4)ncnc3o2)cc1,8.40,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,4.0,nM,=,CHEMBL3857034,B,CHEMBL3961961,Homo sapiens,CHEMBL203,CHEMBL3856204
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(Br)cc(Br)c1,7.30,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused EGFR (H672 to A1210 residues) expressed in baculovirus using poly-EY as substrate after 210 mins by luciferase coupled chemiluminescence assay,IC50,50.0,nM,=,CHEMBL3883067,B,CHEMBL3961982,Homo sapiens,CHEMBL203,CHEMBL3882729
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,9.00,Inhibition of N-terminal GST-tagged human EGFR cytoplasmic domain (669 to 1210 residues) expressed in baculovirus expression system preincubated for 10 mins followed by FAM-labelled peptide substrate addition by caliper mobility shift assay,IC50,1.0,nM,=,CHEMBL3877875,B,CHEMBL3962233,Homo sapiens,CHEMBL203,CHEMBL3877259
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(C)C)cc3OC)ncc2Cl)c1,8.30,"Omnia Assay: Briefly, 10× stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13×ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1× kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10× stock, KB002A) and 0.2 mM DTT (DS001A). 5 μL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25°ree; C. with a 0.5 μL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 μL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.).",IC50,5.0,nM,=,CHEMBL3888772,B,CHEMBL3962343,Homo sapiens,CHEMBL203,CHEMBL3886832
Fc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccccc2)cc1,8.16,"Inhibition of EGFR (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 1 hr by ELISA",IC50,6.9,nM,=,CHEMBL3870506,B,CHEMBL3963403,Homo sapiens,CHEMBL203,CHEMBL3870309
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(-c2ccc(Cl)cc2)n1,7.30,Inhibition of recombinant human N-terminal GST His6-tagged thrombin cleavage site-fused EGFR (H672 to A1210 residues) expressed in baculovirus using poly-EY as substrate after 210 mins by luciferase coupled chemiluminescence assay,IC50,50.0,nM,=,CHEMBL3883067,B,CHEMBL3963620,Homo sapiens,CHEMBL203,CHEMBL3882729
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)nn1)NO,8.72,Inhibition of wild-type EGFR (unknown origin) assessed as remaining ATP level measured after 15 mins by luminescence analysis,IC50,1.9,nM,=,CHEMBL3870704,B,CHEMBL3964033,Homo sapiens,CHEMBL203,CHEMBL3870325
CCOCc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,6.33,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 10 uM ATP addition by HTRF assay,IC50,470.0,nM,=,CHEMBL3860363,B,CHEMBL3965075,Homo sapiens,CHEMBL203,CHEMBL3860038
C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)C1,8.10,"Inhibition of N-terminal GST-tagged human EGFR (696 to end residues) expressed in baculovirus infected Sf21 cells using poly (Glu,Tyr)4:1 as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr by fluorescence polarization assay",IC50,8.0,nM,=,CHEMBL3882125,B,CHEMBL3965087,Homo sapiens,CHEMBL203,CHEMBL3881529
C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,8.89,"Inhibition of N-terminal GST-tagged recombinant human EGFR T790M mutant expressed in baculovirus infected Sf21 cells using poly (Glu,Tyr)4:1 as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr by fluorescence polarization assay",IC50,1.3,nM,=,CHEMBL3882126,B,CHEMBL3965391,Homo sapiens,CHEMBL203,CHEMBL3881529
O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,8.00,Inhibition of GST-tagged wild type recombinant human EGFR (668 to 1210 residues) expressed in baculovirus after 1 hr by Z-lyte assay,IC50,10.0,nM,=,CHEMBL3854309,B,CHEMBL3965948,Homo sapiens,CHEMBL203,CHEMBL3853296
C=CC(=O)NCCCn1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,7.30,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 1 mM ATP addition by HTRF assay,IC50,50.0,nM,=,CHEMBL3860367,B,CHEMBL3966111,Homo sapiens,CHEMBL203,CHEMBL3860038
Clc1ccc(C(/C=C/c2ccccc2)=N\Nc2nncc3ccccc23)cc1,8.20,"Inhibition of EGFR (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 1 hr by ELISA",IC50,6.3,nM,=,CHEMBL3870506,B,CHEMBL3966129,Homo sapiens,CHEMBL203,CHEMBL3870309
C[C@@H](Nc1ncnc2oc(-c3ccc(F)cc3)cc12)c1ccccc1,7.89,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus by Z'-LYTE assay,IC50,13.0,nM,=,CHEMBL3857034,B,CHEMBL3967219,Homo sapiens,CHEMBL203,CHEMBL3856204
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2Cl)c1,8.48,Inhibition of human recombinant N-terminal GST-tagged EGFR T790M/L858R double mutant cytoplasmic domain (695 end residues) autophosphorylation expressed in baculovirus infected Sf9 insect cells by ADP-Glo luminescence assay,IC50,3.3,nM,=,CHEMBL3861200,B,CHEMBL3967512,Homo sapiens,CHEMBL203,CHEMBL3860065
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(C(=O)OC(C)(C)C)C4)cc3OC)ncc2C(F)(F)F)c1,8.30,"Omnia Assay: Briefly, 10× stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13×ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1× kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10× stock, KB002A) and 0.2 mM DTT (DS001A). 5 μL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25°ree; C. with a 0.5 μL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 μL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.).",IC50,5.0,nM,=,CHEMBL3888772,B,CHEMBL3967836,Homo sapiens,CHEMBL203,CHEMBL3886832
